"","Conglomerado","Anio","Estado","Municipio","Tipo_Epifita","Presencia_Troncos","Presencia_Ramas"
"4513",76472,2011,"Oaxaca","San Francisco del Mar","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4514",76472,2011,"Oaxaca","San Francisco del Mar","Musgos","Nula presencia","Escasa < 15%"
"4515",76548,2011,"Oaxaca","Santiago Pinotepa Nacional","Musgos","Escasa < 15%","Nula presencia"
"4516",76553,2011,"Oaxaca","Santiago Jamiltepec","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"4517",76553,2011,"Oaxaca","Santiago Jamiltepec","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"4518",76558,2011,"Oaxaca","Tataltepec de Valdes","Orquideas","Escasa < 15%","Escasa < 15%"
"4519",76558,2011,"Oaxaca","Tataltepec de Valdes","Liquenes","Escasa < 15%","Escasa < 15%"
"4520",76558,2011,"Oaxaca","Tataltepec de Valdes","Helechos","Escasa < 15%","Escasa < 15%"
"4521",76558,2011,"Oaxaca","Tataltepec de Valdes","Cactaceas","Escasa < 15%","Escasa < 15%"
"4522",76558,2011,"Oaxaca","Tataltepec de Valdes","Musgos","Escasa < 15%","Escasa < 15%"
"4523",76558,2011,"Oaxaca","Tataltepec de Valdes","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4524",76563,2011,"Oaxaca","San Juan Quiahije","Liquenes","Escasa < 15%","Escasa < 15%"
"4525",76573,2011,"Oaxaca","Villa Sola de Vega","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4526",76573,2011,"Oaxaca","Villa Sola de Vega","Liquenes","Escasa < 15%","Escasa < 15%"
"4527",76583,2011,"Oaxaca","San Ildefonso Amatlan","Bromeliaceas","Nula presencia","Escasa < 15%"
"4528",76583,2011,"Oaxaca","San Ildefonso Amatlan","Liquenes","Escasa < 15%","Escasa < 15%"
"4529",76598,2011,"Oaxaca","Magdalena Tequisistlan","Liquenes","Escasa < 15%","Escasa < 15%"
"4530",76598,2011,"Oaxaca","Magdalena Tequisistlan","Musgos","Escasa < 15%","Escasa < 15%"
"4531",76695,2011,"Oaxaca","Santa Maria Huazolotitlán","Liquenes","Escasa < 15%","Escasa < 15%"
"4532",76695,2011,"Oaxaca","Santa Maria Huazolotitlán","Musgos","Escasa < 15%","Escasa < 15%"
"4533",76700,2011,"Oaxaca","Santiago Tetepec","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"4534",76700,2011,"Oaxaca","Santiago Tetepec","Musgos","Abundante 15 - 40 %","Escasa < 15%"
"4535",76705,2011,"Oaxaca","Tataltepec de Valdes","Liquenes","Escasa < 15%","Escasa < 15%"
"4536",76705,2011,"Oaxaca","Tataltepec de Valdes","Orquideas","Escasa < 15%","Escasa < 15%"
"4537",76705,2011,"Oaxaca","Tataltepec de Valdes","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4538",76705,2011,"Oaxaca","Tataltepec de Valdes","Musgos","Escasa < 15%","Escasa < 15%"
"4539",76710,2011,"Oaxaca","Santa Catarina Juquila","Cactaceas","Escasa < 15%","Escasa < 15%"
"4540",76710,2011,"Oaxaca","Santa Catarina Juquila","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4541",76710,2011,"Oaxaca","Santa Catarina Juquila","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4542",76710,2011,"Oaxaca","Santa Catarina Juquila","Orquideas","Escasa < 15%","Escasa < 15%"
"4543",76710,2011,"Oaxaca","Santa Catarina Juquila","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4544",76710,2011,"Oaxaca","Santa Catarina Juquila","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4545",76720,2011,"Oaxaca","San Pablo Coatlan","Liquenes","Escasa < 15%","Escasa < 15%"
"4546",76720,2011,"Oaxaca","San Pablo Coatlan","Musgos","Escasa < 15%","Escasa < 15%"
"4547",76725,2011,"Oaxaca","Santo Tomas Tamazulapan","Bromeliaceas","Nula presencia","Escasa < 15%"
"4548",76725,2011,"Oaxaca","Santo Tomas Tamazulapan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4549",76730,2011,"Oaxaca","San Juan Mixtepec - Distr. 2","Liquenes","Muy Abundante > 40 %","Abundante 15 - 40 %"
"4550",76730,2011,"Oaxaca","San Juan Mixtepec - Distr. 2","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4551",76730,2011,"Oaxaca","San Juan Mixtepec - Distr. 2","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4552",76730,2011,"Oaxaca","San Juan Mixtepec - Distr. 2","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4553",76730,2011,"Oaxaca","San Juan Mixtepec - Distr. 2","Helechos","Escasa < 15%","Escasa < 15%"
"4554",76832,2011,"Oaxaca","San Miguel Panixtlahuaca","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4555",76832,2011,"Oaxaca","San Miguel Panixtlahuaca","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4556",76832,2011,"Oaxaca","San Miguel Panixtlahuaca","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4557",76832,2011,"Oaxaca","San Miguel Panixtlahuaca","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4558",76832,2011,"Oaxaca","San Miguel Panixtlahuaca","Cactaceas","Escasa < 15%","Escasa < 15%"
"4559",76832,2011,"Oaxaca","San Miguel Panixtlahuaca","Helechos","Escasa < 15%","Escasa < 15%"
"4560",76837,2011,"Oaxaca","San Juan Lachao","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4561",76837,2011,"Oaxaca","San Juan Lachao","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4562",76837,2011,"Oaxaca","San Juan Lachao","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4563",76837,2011,"Oaxaca","San Juan Lachao","Otras","Escasa < 15%","Escasa < 15%"
"4564",76837,2011,"Oaxaca","San Juan Lachao","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4565",76837,2011,"Oaxaca","San Juan Lachao","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4566",76842,2011,"Oaxaca","San Jeronimo Coatlan","Liquenes","Escasa < 15%","Escasa < 15%"
"4567",76842,2011,"Oaxaca","San Jeronimo Coatlan","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4568",76842,2011,"Oaxaca","San Jeronimo Coatlan","Musgos","Escasa < 15%","Escasa < 15%"
"4569",76842,2011,"Oaxaca","San Jeronimo Coatlan","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4570",76847,2011,"Oaxaca","San Miguel Coatlan","Cactaceas","Escasa < 15%","Nula presencia"
"4571",76847,2011,"Oaxaca","San Miguel Coatlan","Liquenes","Nula presencia","Escasa < 15%"
"4572",76847,2011,"Oaxaca","San Miguel Coatlan","Orquideas","Escasa < 15%","Nula presencia"
"4573",76847,2011,"Oaxaca","San Miguel Coatlan","Bromeliaceas","Abundante 15 - 40 %","Nula presencia"
"4574",76847,2011,"Oaxaca","San Miguel Coatlan","Musgos","Nula presencia","Escasa < 15%"
"4575",76847,2011,"Oaxaca","San Miguel Coatlan","Helechos","Escasa < 15%","Nula presencia"
"4576",76937,2011,"Oaxaca","Santiago Jamiltepec","Musgos","Escasa < 15%","Escasa < 15%"
"4577",76937,2011,"Oaxaca","Santiago Jamiltepec","Liquenes","Escasa < 15%","Escasa < 15%"
"4578",76942,2011,"Oaxaca","Villa de Tututepec de Melcho","Musgos","Escasa < 15%","Escasa < 15%"
"4579",76942,2011,"Oaxaca","Villa de Tututepec de Melcho","Liquenes","Escasa < 15%","Escasa < 15%"
"4580",76947,2011,"Oaxaca","Santa Catarina Juquila","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4581",76947,2011,"Oaxaca","Santa Catarina Juquila","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4582",76947,2011,"Oaxaca","Santa Catarina Juquila","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4583",76947,2011,"Oaxaca","Santa Catarina Juquila","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4584",76947,2011,"Oaxaca","Santa Catarina Juquila","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4585",76947,2011,"Oaxaca","Santa Catarina Juquila","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4586",76952,2011,"Oaxaca","San Juan Lachao","Orquideas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4587",76952,2011,"Oaxaca","San Juan Lachao","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4588",76952,2011,"Oaxaca","San Juan Lachao","Otras","Escasa < 15%","Escasa < 15%"
"4589",76952,2011,"Oaxaca","San Juan Lachao","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4590",76952,2011,"Oaxaca","San Juan Lachao","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4591",76952,2011,"Oaxaca","San Juan Lachao","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4592",76957,2011,"Oaxaca","San Sebastian Coatlan","Liquenes","Escasa < 15%","Escasa < 15%"
"4593",76957,2011,"Oaxaca","San Sebastian Coatlan","Musgos","Escasa < 15%","Escasa < 15%"
"4594",76962,2011,"Oaxaca","San Mateo Rio Hondo","Liquenes","Escasa < 15%","Escasa < 15%"
"4595",76962,2011,"Oaxaca","San Mateo Rio Hondo","Cactaceas","Escasa < 15%","Escasa < 15%"
"4596",76967,2011,"Oaxaca","Santa Maria Ozolotepec","Liquenes","Escasa < 15%","Escasa < 15%"
"4597",76967,2011,"Oaxaca","Santa Maria Ozolotepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4598",77043,2011,"Oaxaca","Santa Maria Huazolotitlán","Musgos","Escasa < 15%","Escasa < 15%"
"4599",77043,2011,"Oaxaca","Santa Maria Huazolotitlán","Liquenes","Escasa < 15%","Escasa < 15%"
"4600",77048,2011,"Oaxaca","Villa de Tututepec de Melcho","Liquenes","Escasa < 15%","Escasa < 15%"
"4601",77048,2011,"Oaxaca","Villa de Tututepec de Melcho","Musgos","Escasa < 15%","Escasa < 15%"
"4602",77053,2011,"Oaxaca","Villa de Tututepec de Melcho","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4603",77053,2011,"Oaxaca","Villa de Tututepec de Melcho","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4604",77053,2011,"Oaxaca","Villa de Tututepec de Melcho","Orquideas","Escasa < 15%","Escasa < 15%"
"4605",77053,2011,"Oaxaca","Villa de Tututepec de Melcho","Helechos","Escasa < 15%","Escasa < 15%"
"4606",77053,2011,"Oaxaca","Villa de Tututepec de Melcho","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4607",77053,2011,"Oaxaca","Villa de Tututepec de Melcho","Cactaceas","Escasa < 15%","Escasa < 15%"
"4608",77058,2011,"Oaxaca","Santos Reyes Nopala","Helechos","Escasa < 15%","Escasa < 15%"
"4609",77058,2011,"Oaxaca","Santos Reyes Nopala","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4610",77058,2011,"Oaxaca","Santos Reyes Nopala","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4611",77058,2011,"Oaxaca","Santos Reyes Nopala","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4612",77058,2011,"Oaxaca","Santos Reyes Nopala","Orquideas","Escasa < 15%","Escasa < 15%"
"4613",77063,2011,"Oaxaca","San Jeronimo Coatlan","Liquenes","Escasa < 15%","Escasa < 15%"
"4614",77063,2011,"Oaxaca","San Jeronimo Coatlan","Musgos","Escasa < 15%","Escasa < 15%"
"4615",77068,2011,"Oaxaca","Santa Catarina Loxicha","Liquenes","Escasa < 15%","Escasa < 15%"
"4616",77068,2011,"Oaxaca","Santa Catarina Loxicha","Musgos","Escasa < 15%","Escasa < 15%"
"4617",77088,2011,"Oaxaca","Santa Maria Ecatepec","Liquenes","Escasa < 15%","Escasa < 15%"
"4618",77088,2011,"Oaxaca","Santa Maria Ecatepec","Musgos","Escasa < 15%","Nula presencia"
"4619",77088,2011,"Oaxaca","Santa Maria Ecatepec","Otras","Escasa < 15%","Nula presencia"
"4620",77146,2011,"Oaxaca","Santiago Jamiltepec","Musgos","Escasa < 15%","Escasa < 15%"
"4621",77146,2011,"Oaxaca","Santiago Jamiltepec","Liquenes","Escasa < 15%","Escasa < 15%"
"4622",77156,2011,"Oaxaca","Santa Catarina Juquila","Helechos","Escasa < 15%","Escasa < 15%"
"4623",77156,2011,"Oaxaca","Santa Catarina Juquila","Orquideas","Escasa < 15%","Escasa < 15%"
"4624",77156,2011,"Oaxaca","Santa Catarina Juquila","Otras","Escasa < 15%","Escasa < 15%"
"4625",77156,2011,"Oaxaca","Santa Catarina Juquila","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4626",77156,2011,"Oaxaca","Santa Catarina Juquila","Cactaceas","Escasa < 15%","Escasa < 15%"
"4627",77156,2011,"Oaxaca","Santa Catarina Juquila","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4628",77166,2011,"Oaxaca","San Pablo Coatlan","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4629",77166,2011,"Oaxaca","San Pablo Coatlan","Orquideas","Escasa < 15%","Escasa < 15%"
"4630",77166,2011,"Oaxaca","San Pablo Coatlan","Helechos","Escasa < 15%","Escasa < 15%"
"4631",77171,2011,"Oaxaca","San Agustin Loxicha","Musgos","Escasa < 15%","Escasa < 15%"
"4632",77171,2011,"Oaxaca","San Agustin Loxicha","Otras","Escasa < 15%","Escasa < 15%"
"4633",77171,2011,"Oaxaca","San Agustin Loxicha","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4634",77176,2011,"Oaxaca","San Marcial Ozolotepec","Bromeliaceas","Escasa < 15%","Nula presencia"
"4635",77176,2011,"Oaxaca","San Marcial Ozolotepec","Helechos","Escasa < 15%","Nula presencia"
"4636",77176,2011,"Oaxaca","San Marcial Ozolotepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4637",77176,2011,"Oaxaca","San Marcial Ozolotepec","Orquideas","Escasa < 15%","Escasa < 15%"
"4638",77176,2011,"Oaxaca","San Marcial Ozolotepec","Musgos","Abundante 15 - 40 %","Nula presencia"
"4639",77176,2011,"Oaxaca","San Marcial Ozolotepec","Otras","Escasa < 15%","Escasa < 15%"
"4640",77250,2011,"Oaxaca","Villa de Tututepec de Melcho","Cactaceas","Escasa < 15%","Escasa < 15%"
"4641",77250,2011,"Oaxaca","Villa de Tututepec de Melcho","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4642",77250,2011,"Oaxaca","Villa de Tututepec de Melcho","Orquideas","Escasa < 15%","Escasa < 15%"
"4643",77250,2011,"Oaxaca","Villa de Tututepec de Melcho","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4644",77250,2011,"Oaxaca","Villa de Tututepec de Melcho","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4645",77250,2011,"Oaxaca","Villa de Tututepec de Melcho","Helechos","Escasa < 15%","Escasa < 15%"
"4646",77255,2011,"Oaxaca","Santa Catarina Juquila","Musgos","Escasa < 15%","Escasa < 15%"
"4647",77255,2011,"Oaxaca","Santa Catarina Juquila","Liquenes","Escasa < 15%","Escasa < 15%"
"4648",77260,2011,"Oaxaca","San Gabriel Mixtepec","Bromeliaceas","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4649",77260,2011,"Oaxaca","San Gabriel Mixtepec","Musgos","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4650",77260,2011,"Oaxaca","San Gabriel Mixtepec","Orquideas","Escasa < 15%","Escasa < 15%"
"4651",77260,2011,"Oaxaca","San Gabriel Mixtepec","Helechos","Escasa < 15%","Escasa < 15%"
"4652",77260,2011,"Oaxaca","San Gabriel Mixtepec","Liquenes","Muy Abundante > 40 %","Muy Abundante > 40 %"
"4653",77260,2011,"Oaxaca","San Gabriel Mixtepec","Otras","Escasa < 15%","Escasa < 15%"
"4654",77270,2011,"Oaxaca","San Agustin Loxicha","Musgos","Abundante 15 - 40 %","Nula presencia"
"4655",77270,2011,"Oaxaca","San Agustin Loxicha","Helechos","Escasa < 15%","Nula presencia"
"4656",77270,2011,"Oaxaca","San Agustin Loxicha","Liquenes","Abundante 15 - 40 %","Muy Abundante > 40 %"
"4657",77270,2011,"Oaxaca","San Agustin Loxicha","Orquideas","Escasa < 15%","Nula presencia"
"4658",77275,2011,"Oaxaca","San Mateo Piñas","Cactaceas","Escasa < 15%","Escasa < 15%"
"4659",77275,2011,"Oaxaca","San Mateo Piñas","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"4660",77275,2011,"Oaxaca","San Mateo Piñas","Musgos","Escasa < 15%","Nula presencia"
"4661",77290,2011,"Oaxaca","San Pedro Huamelula","Liquenes","Escasa < 15%","Escasa < 15%"
"4662",77290,2011,"Oaxaca","San Pedro Huamelula","Cactaceas","Escasa < 15%","Escasa < 15%"
"4663",77290,2011,"Oaxaca","San Pedro Huamelula","Otras","Escasa < 15%","Escasa < 15%"
"4664",77290,2011,"Oaxaca","San Pedro Huamelula","Orquideas","Escasa < 15%","Escasa < 15%"
"4665",77348,2011,"Oaxaca","Santos Reyes Nopala","Liquenes","Escasa < 15%","Escasa < 15%"
"4666",77348,2011,"Oaxaca","Santos Reyes Nopala","Orquideas","Escasa < 15%","Escasa < 15%"
"4667",77348,2011,"Oaxaca","Santos Reyes Nopala","Musgos","Escasa < 15%","Escasa < 15%"
"4668",77348,2011,"Oaxaca","Santos Reyes Nopala","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4669",77353,2011,"Oaxaca","San Gabriel Mixtepec","Orquideas","Escasa < 15%","Escasa < 15%"
"4670",77353,2011,"Oaxaca","San Gabriel Mixtepec","Helechos","Escasa < 15%","Escasa < 15%"
"4671",77353,2011,"Oaxaca","San Gabriel Mixtepec","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4672",77353,2011,"Oaxaca","San Gabriel Mixtepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4673",77353,2011,"Oaxaca","San Gabriel Mixtepec","Cactaceas","Escasa < 15%","Escasa < 15%"
"4674",77353,2011,"Oaxaca","San Gabriel Mixtepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4675",77358,2011,"Oaxaca","San Bartolome Loxicha","Musgos","Escasa < 15%","Escasa < 15%"
"4676",77358,2011,"Oaxaca","San Bartolome Loxicha","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4677",77363,2011,"Oaxaca","San Pedro el Alto","Liquenes","Muy Abundante > 40 %","Abundante 15 - 40 %"
"4678",77363,2011,"Oaxaca","San Pedro el Alto","Musgos","Escasa < 15%","Escasa < 15%"
"4679",77424,2011,"Oaxaca","Villa de Tututepec de Melcho","Musgos","Escasa < 15%","Escasa < 15%"
"4680",77424,2011,"Oaxaca","Villa de Tututepec de Melcho","Cactaceas","Escasa < 15%","Escasa < 15%"
"4681",77424,2011,"Oaxaca","Villa de Tututepec de Melcho","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4682",77424,2011,"Oaxaca","Villa de Tututepec de Melcho","Orquideas","Escasa < 15%","Escasa < 15%"
"4683",77424,2011,"Oaxaca","Villa de Tututepec de Melcho","Otras","Escasa < 15%","Escasa < 15%"
"4684",77424,2011,"Oaxaca","Villa de Tututepec de Melcho","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4685",77434,2011,"Oaxaca","Santa Maria Colotepec","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4686",77434,2011,"Oaxaca","Santa Maria Colotepec","Musgos","Escasa < 15%","Escasa < 15%"
"4687",77439,2011,"Oaxaca","San Agustin Loxicha","Bromeliaceas","Escasa < 15%","Nula presencia"
"4688",77439,2011,"Oaxaca","San Agustin Loxicha","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"4689",77439,2011,"Oaxaca","San Agustin Loxicha","Musgos","Escasa < 15%","Escasa < 15%"
"4690",77439,2011,"Oaxaca","San Agustin Loxicha","Otras","Escasa < 15%","Escasa < 15%"
"4691",77444,2011,"Oaxaca","San Mateo Piñas","Orquideas","Escasa < 15%","Nula presencia"
"4692",77444,2011,"Oaxaca","San Mateo Piñas","Musgos","Escasa < 15%","Nula presencia"
"4693",77444,2011,"Oaxaca","San Mateo Piñas","Helechos","Escasa < 15%","Nula presencia"
"4694",77444,2011,"Oaxaca","San Mateo Piñas","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4695",77449,2011,"Oaxaca","San Miguel del Puerto","Liquenes","Escasa < 15%","Escasa < 15%"
"4696",77454,2011,"Oaxaca","San Pedro Huamelula","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4697",77498,2011,"Oaxaca","Santa Maria Colotepec","Liquenes","Escasa < 15%","Escasa < 15%"
"4698",77498,2011,"Oaxaca","Santa Maria Colotepec","Otras","Escasa < 15%","Escasa < 15%"
"4699",77498,2011,"Oaxaca","Santa Maria Colotepec","Orquideas","Escasa < 15%","Escasa < 15%"
"4700",77498,2011,"Oaxaca","Santa Maria Colotepec","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4701",77498,2011,"Oaxaca","Santa Maria Colotepec","Helechos","Escasa < 15%","Escasa < 15%"
"4702",77498,2011,"Oaxaca","Santa Maria Colotepec","Musgos","Escasa < 15%","Escasa < 15%"
"4703",77503,2011,"Oaxaca","Santa Maria Tonameca","Helechos","Escasa < 15%","Escasa < 15%"
"4704",77503,2011,"Oaxaca","Santa Maria Tonameca","Liquenes","Abundante 15 - 40 %","Escasa < 15%"
"4705",77503,2011,"Oaxaca","Santa Maria Tonameca","Otras","Abundante 15 - 40 %","Escasa < 15%"
"4706",77508,2011,"Oaxaca","Candelaria Loxicha","Bromeliaceas","Nula presencia","Escasa < 15%"
"4707",77508,2011,"Oaxaca","Candelaria Loxicha","Liquenes","Escasa < 15%","Escasa < 15%"
"4708",77570,2011,"Oaxaca","San Pedro Pochutla","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4709",77570,2011,"Oaxaca","San Pedro Pochutla","Otras","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4710",77570,2011,"Oaxaca","San Pedro Pochutla","Liquenes","Escasa < 15%","Abundante 15 - 40 %"
"4711",77570,2011,"Oaxaca","San Pedro Pochutla","Bromeliaceas","Escasa < 15%","Abundante 15 - 40 %"
"4712",77575,2011,"Oaxaca","Santa Maria Huatulco","Otras","Escasa < 15%","Escasa < 15%"
"4713",77616,2011,"Oaxaca","Santa Maria Tonameca","Liquenes","Escasa < 15%","Escasa < 15%"
"4714",47137,2012,"Veracruz de Ignacio de la Llave","Tampico Alto","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4715",47137,2012,"Veracruz de Ignacio de la Llave","Tampico Alto","Liquenes","Escasa < 15%","Escasa < 15%"
"4716",47540,2012,"Veracruz de Ignacio de la Llave","Ozuluama de Mascareñas","Liquenes","Escasa < 15%","Escasa < 15%"
"4717",49064,2012,"Veracruz de Ignacio de la Llave","Tempoal","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4718",49064,2012,"Veracruz de Ignacio de la Llave","Tempoal","Musgos","Escasa < 15%","Escasa < 15%"
"4719",49064,2012,"Veracruz de Ignacio de la Llave","Tempoal","Cactaceas","Escasa < 15%","Escasa < 15%"
"4720",49064,2012,"Veracruz de Ignacio de la Llave","Tempoal","Liquenes","Escasa < 15%","Escasa < 15%"
"4721",49064,2012,"Veracruz de Ignacio de la Llave","Tempoal","Otras","Escasa < 15%","Escasa < 15%"
"4722",49292,2012,"Veracruz de Ignacio de la Llave","Tempoal","Liquenes","Escasa < 15%","Escasa < 15%"
"4723",49292,2012,"Veracruz de Ignacio de la Llave","Tempoal","Musgos","Escasa < 15%","Escasa < 15%"
"4724",49292,2012,"Veracruz de Ignacio de la Llave","Tempoal","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4725",49292,2012,"Veracruz de Ignacio de la Llave","Tempoal","Otras","Escasa < 15%","Escasa < 15%"
"4726",49292,2012,"Veracruz de Ignacio de la Llave","Tempoal","Cactaceas","Escasa < 15%","Escasa < 15%"
"4727",49292,2012,"Veracruz de Ignacio de la Llave","Tempoal","Helechos","Escasa < 15%","Escasa < 15%"
"4728",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Orquideas","Escasa < 15%","Escasa < 15%"
"4729",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Otras","Escasa < 15%","Escasa < 15%"
"4730",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Cactaceas","Escasa < 15%","Escasa < 15%"
"4731",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4732",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Helechos","Escasa < 15%","Escasa < 15%"
"4733",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4734",49536,2012,"Veracruz de Ignacio de la Llave","Tamalin","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4735",49981,2012,"Veracruz de Ignacio de la Llave","Tempoal","Musgos","Escasa < 15%","Escasa < 15%"
"4736",49981,2012,"Veracruz de Ignacio de la Llave","Tempoal","Liquenes","Escasa < 15%","Escasa < 15%"
"4737",49986,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Cactaceas","Escasa < 15%","Escasa < 15%"
"4738",49986,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Musgos","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4739",49986,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4740",49986,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4741",49986,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Otras","Escasa < 15%","Escasa < 15%"
"4742",49986,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Orquideas","Escasa < 15%","Escasa < 15%"
"4743",50225,2012,"Veracruz de Ignacio de la Llave","Chontla","Musgos","Escasa < 15%","Escasa < 15%"
"4744",50225,2012,"Veracruz de Ignacio de la Llave","Chontla","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4745",50225,2012,"Veracruz de Ignacio de la Llave","Chontla","Liquenes","Escasa < 15%","Escasa < 15%"
"4746",50448,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Otras","Escasa < 15%","Escasa < 15%"
"4747",50448,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Cactaceas","Nula presencia","Escasa < 15%"
"4748",50448,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Liquenes","Abundante 15 - 40 %","Abundante 15 - 40 %"
"4749",50448,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Orquideas","Escasa < 15%","Escasa < 15%"
"4750",50448,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Bromeliaceas","Escasa < 15%","Escasa < 15%"
"4751",50448,2012,"Veracruz de Ignacio de la Llave","Tantoyuca","Helechos","Abundante 15 - 40 %","Abundante 15 - 40 %"
