0,211.10242,-97.01808036,18.70586538,64444_1
1,198.25912,-97.01850257,18.70566775,64444_4
2,203.44244,-97.01772104,18.70561385,64444_3
3,60.0713,-96.93133006,18.47710939,65848_2
4,58.149967,-96.93180616,18.47647159,65848_4
5,55.409794,-96.93105158,18.47644464,65848_3
6,79.2619,-96.97558107,18.56902501,65268_2
7,202.37575,-96.97558107,18.56863873,65268_1
8,205.26431,-96.97596734,18.56846805,65268_4
9,219.23877,-96.97524869,18.56841416,65268_3
10,190.85762,-97.06552938,18.70791354,64443_2
11,174.5322,-97.06555633,18.70750031,64443_1
12,197.53036,-97.0659426,18.70727573,64443_4
13,208.70189,-96.92921902,18.43419687,66139_2
14,215.06723,-96.92924597,18.43377466,66139_1
15,0,-96.92964122,18.43358601,66139_4
16,19.335392,-96.92885969,18.43349618,66139_3
17,9.68715,-96.79775057,18.24597287,67311_2
18,25.912569,-96.79775057,18.24558659,67311_1
19,113.3384,-96.79819075,18.24541591,67311_4
20,70.11963,-96.7974182,18.24536201,67311_3
21,239.56819,-96.92966817,18.52238448,65558_2
22,204.5436,-96.92972207,18.52197126,65558_1
23,133.44576,-96.93010835,18.52183651,65558_4
24,124.911705,-96.92936275,18.52171973,65558_3
25,161.33253,-96.79969093,18.20097625,67604_2
26,126.14941,-96.79971788,18.2005271,67604_1
27,137.7172,-96.80014009,18.20032947,67604_4
28,121.40489,-96.79933161,18.20022167,67604_3
29,132.30617,-96.80133485,18.15500048,67882_1
30,320.27902,-96.84169616,18.33778069,66722_1
31,67.13782,-96.8413009,18.33755611,66722_3
32,93.618904,-96.92636237,18.61253042,64987_2
33,159.028,-96.92638932,18.61210821,64987_1
34,98.51918,-96.93969337,18.25094055,67308_2
35,133.53682,-96.93972032,18.25055428,67308_1
36,136.9091,-96.94007965,18.25039258,67308_4
37,138.18556,-96.93938794,18.25030275,67308_3
38,151.01772,-96.88394393,18.51975242,65559_2
39,180,-96.88397087,18.51942004,65559_1
40,184.02069,-96.88424935,18.51919546,65559_4
41,211.40038,-96.8837463,18.51916851,65559_3
42,127.20501,-97.02138616,18.61594402,64985_2
43,137.69554,-97.02141311,18.61555774,64985_1
44,183.177,-97.02178142,18.61530621,64985_4
45,195.94061,-97.02102684,18.61530621,64985_3
46,197.23282,-96.98219267,18.38819414,66428_2
47,221.49315,-96.98221962,18.38778092,66428_1
48,261.694,-96.98264183,18.38761024,66428_4
49,270,-96.98186029,18.38752939,66428_3
50,296.67416,-97.01636458,18.75114047,64174_1
51,288.37292,-96.93503112,18.38725091,66429_2
52,242.96481,-96.93496823,18.38680175,66429_1
53,246.52167,-96.99022361,18.1614414,67878_3
54,212.64615,-96.94299917,18.16041732,67879_2
55,202.88376,-96.94305307,18.16003104,67879_1
56,213.88112,-96.94344833,18.15983341,67879_4
57,186.02359,-96.94269375,18.15977952,67879_3
58,54.251213,-96.79305239,18.38211255,66432_1
59,64.58703,-96.79333086,18.38188797,66432_4
60,64.587,-96.75413737,18.15405725,67883_2
61,71.188736,-96.75416432,18.15363504,67883_1
62,286.48422,-96.75455958,18.15344639,67883_4
63,96.0301,-96.75383194,18.15336554,67883_3
64,52.729744,-96.71055111,18.06239316,68400_1
65,81.67433,-96.66669536,17.9698577,68901_2
66,167.51389,-96.66674926,17.96947142,68901_1
67,165.9859,-96.75741622,18.06372266,68399_2
68,151.4514,-96.75744317,18.06333639,68399_1
69,156.23589,-96.75780249,18.06313876,68399_4
70,198.60289,-96.75711079,18.06308486,68399_3
71,207.74101,-96.70888923,18.10741672,68147_1
72,218.97682,-96.85194594,18.06669609,68397_1
73,212.25641,-96.85158661,18.06644456,68397_3
74,52.74494,-96.80469455,18.06542048,68398_2
75,36.918556,-96.8047215,18.06499827,68398_1
76,105.91448,-96.80510778,18.06483657,68398_4
77,324.25134,-96.80438912,18.06477369,68398_3
78,270,-96.62135738,17.92349565,69146_1
79,263.2244,-96.75660773,18.11130642,68146_2
80,328.65424,-96.75669757,18.11085727,68146_1
81,132.37312,-96.75705689,18.11074947,68146_4
82,140.13777,-96.75630231,18.11061472,68146_3
83,140.3867,-96.66710858,17.96921989,68901_4
84,135.77945,-96.66633603,17.96921989,68901_3
85,232.28665,-96.62133044,17.9665519,68902_1
86,357.2655,-96.62158196,17.96636325,68902_4
87,356.24258,-96.62094416,17.96636325,68902_3
88,270,-96.67000116,17.87946921,69382_1
89,282.5201,-96.71725254,17.88119398,69381_2
90,345.71228,-96.71685728,17.88058313,69381_3
91,349.49753,-96.94432868,18.11477392,68142_3
92,340.70135,-96.81327346,17.83927859,69612_2
93,343.29318,-96.81341719,17.83891926,69612_1
94,176.83302,-96.81369567,17.83872163,69612_4
95,104.54332,-96.81294109,17.83866773,69612_3
96,347.52054,-96.81161158,17.8842213,69379_1
97,346.85074,-96.8112792,17.88396977,69379_3
98,7.4862156,-96.66127852,18.10541347,68148_2
99,340.70618,-96.66138631,18.10500025,68148_1
100,340.70618,-96.66174564,18.10482957,68148_4
101,343.09012,-96.67163609,17.83422107,69615_2
102,151.44203,-96.76780074,17.79263806,69842_2
103,39.243034,-96.76780074,17.79219788,69842_1
104,39.243034,-96.768196,17.79200026,69842_4
105,78.659035,-96.76741447,17.79200026,69842_3
106,127.31255,-96.76603106,17.83763467,69613_2
107,137.4337,-96.76611191,17.8371945,69613_1
108,155.46906,-96.76575258,17.83696992,69613_3
109,193.62016,-96.72055834,17.79060787,69843_1
110,166.86652,-96.72055834,17.79055397,69843_4
111,166.03532,-96.72019003,17.79041922,69843_3
112,157.21849,-96.67361238,17.78889208,69844_2
113,203.62772,-96.67358544,17.78889208,69844_1
114,313.60513,-96.53608031,17.69402999,70304_1
115,37.72713,-96.67527427,17.74360801,70073_1
116,342.3557,-96.44136195,17.68980791,70306_1
117,314.69354,-96.44172128,17.68963723,70306_4
118,46.387074,-96.44102957,17.68950248,70306_3
119,188.14366,-96.3910024,17.6885862,70307_1
120,189.9206,-96.63002613,17.69713816,70302_2
121,180,-96.63005308,17.69685968,70302_1
122,233.17648,-96.63043935,17.69669799,70302_4
123,259.49783,-96.62974765,17.6966351,70302_3
124,228.20996,-96.53408605,17.73869423,70076_1
125,229.53511,-96.53371775,17.73841575,70076_3
126,90,-96.7224987,17.7456921,70072_2
127,58.474537,-96.72252565,17.74527888,70072_1
128,80.33009,-96.72291193,17.7451082,70072_4
129,226.36508,-96.72216633,17.74502735,70072_3
130,248.12682,-96.5374727,17.64874592,70531_2
131,255.42404,-96.5374727,17.64833269,70531_1
132,162.1144,-96.53791288,17.64816201,70531_4
133,24.436031,-96.53716728,17.64808116,70531_3
134,54.425198,-96.35577945,17.5507487,70988_2
135,183.3339,-96.35583335,17.55041633,70988_1
136,0,-96.35608488,17.55024565,70988_4
137,50.729145,-96.35558182,17.5501648,70988_3
138,130.93358,-95.93527807,17.39932868,71648_2
139,142.4502,-96.1702504,17.40875201,71643_2
140,18.31693,-96.17027735,17.40835675,71643_1
141,354.38705,-96.17071752,17.40814115,71643_4
