"","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"142","diam_class:succ","4:s2","5:s3",0,0.00721740174200608,-0.155210589540341,0.169645393024353,1,"ns"
"143","diam_class:succ","4:s2","6:s3",0,0.239490307443022,0.0880030201886638,0.390977594697381,6.77e-06,"****"
"144","diam_class:succ","5:s2","6:s2",0,0.120045506707113,-0.0692621377807735,0.309353151194999,0.738,"ns"
"145","diam_class:succ","5:s2","1:s3",0,-0.243348186014622,-0.414889443959163,-0.0718069280700812,0.000126,"***"
"146","diam_class:succ","5:s2","2:s3",0,-0.149614344383356,-0.316749595191596,0.0175209064248844,0.145,"ns"
"147","diam_class:succ","5:s2","3:s3",0,-0.120478381115394,-0.287613631923634,0.0466568696928456,0.511,"ns"
"148","diam_class:succ","5:s2","4:s3",0,-0.0825883248694332,-0.254129582813974,0.0889529330751078,0.969,"ns"
"149","diam_class:succ","5:s2","5:s3",0,-0.018042937389539,-0.19931857648517,0.163232701706091,1,"ns"
"150","diam_class:succ","5:s2","6:s3",0,0.214229968311477,0.0426887103669363,0.385771226256018,0.00192,"**"
"151","diam_class:succ","6:s2","1:s3",0,-0.363393692721735,-0.551171209916845,-0.175616175526625,4.65e-09,"****"
"152","diam_class:succ","6:s2","2:s3",0,-0.269659851090468,-0.453421068025646,-0.0858986341552901,5.39e-05,"****"
"153","diam_class:succ","6:s2","3:s3",0,-0.240523887822507,-0.424285104757685,-0.0567626708873289,0.000763,"***"
"154","diam_class:succ","6:s2","4:s3",0,-0.202633831576546,-0.390411348771656,-0.0148563143814358,0.0197,"*"
"155","diam_class:succ","6:s2","5:s3",0,-0.138088444096652,-0.334798510225189,0.0586216220318858,0.562,"ns"
"156","diam_class:succ","6:s2","6:s3",0,0.0941844616043648,-0.0935930555907451,0.281961978799475,0.954,"ns"
"157","diam_class:succ","1:s3","2:s3",0,0.0937338416312666,-0.0716662906695911,0.259133973932124,0.875,"ns"
"158","diam_class:succ","1:s3","3:s3",0,0.122869804899228,-0.0425303274016298,0.288269937200085,0.453,"ns"
"159","diam_class:succ","1:s3","4:s3",0,0.160759861145189,-0.00909129392772612,0.330611016218104,0.0883,"ns"
